"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"27","baseControl",-0.0125999999999999,6,0.995105588791737,2,0.990863787375415,2,0.998594901554661,3,0.742991069430453,3.25,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_1"
"28","CPA",0.1718,4,0,6,0,6,0.666645491253729,4,0.209611372813432,5,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_1"
"29","PRnet",0.2637,2,0.835835762131206,5,0.690614617940199,5,0.564983223033997,5,0.588783400776351,4.25,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_1"
"30","trainMean",0.0785,5,0.979035639412998,3,0.960963455149502,3,1,1,0.754624773640625,3,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_1"
"31","baseMLP",0.3392,1,0.872569366700539,4,0.749884845693229,4,0,6,0.490413553098442,3.75,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_1"
"32","baseReg",0.2572,3,1,1,1,1,0.999059332226827,2,0.814064833056707,1.75,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_1"
"33","baseControl",0.0311,6,0.995259296257385,2,0.990787655458314,2,0.998707105851614,3,0.753963514391828,3.25,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_1"
"34","CPA",0.1895,4,0,6,0,6,0.316994994558354,4,0.126623748639588,5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_1"
"35","PRnet",0.2852,2,0.828774909147276,5,0.663749424228466,5,0.197536269005788,5,0.493815150595383,4.25,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_1"
"36","trainMean",0.1217,5,0.978423554537469,3,0.958083832335329,3,1,1,0.7645518467182,3,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_1"
"37","baseMLP",0.3819,1,0.94142081521069,4,0.88585496866607,4,0.136058135950687,5,0.586308479956862,3.5,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1200485_3.0+3.0_1"
"38","baseReg",0.1567,4,1,1,1,1,1,1,0.789175,1.75,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1200485_3.0+3.0_1"
"39","baseControl",-0.0425,6,0.997185410050042,2,0.994628469113697,2,0.996610999543653,3,0.736481219676848,3.25,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1200485_3.0+3.0_1"
"40","CPA",0.2038,3,0,6,0,6,0.363568138350236,4,0.141842034587559,4.75,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1200485_3.0+3.0_1"
"41","PRnet",0.3146,2,0.869053540983746,5,0.739928379588183,5,0,6,0.480895480142982,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1200485_3.0+3.0_1"
"42","trainMean",0.054,5,0.977274949724281,3,0.955684870188004,3,0.998561690143464,2,0.746380377513937,3.25,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1200485_3.0+3.0_1"
"43","baseMLP",0.0998,3,0.890472862799907,4,0.774838012958963,4,0.644457550364735,4,0.602392106530901,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_1"
"44","baseReg",0.2456,1,0.996233403214535,2,0.99244060475162,2,0.999765884323418,2,0.808509973072393,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_1"
"45","baseControl",0.0233,6,1,1,1,1,0.999712355263455,3,0.755753088815864,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_1"
"46","CPA",0.0629999999999999,5,0,6,0,6,0.195237907716276,5,0.0645594769290691,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_1"
"47","PRnet",0.0729,4,0.764074074074074,5,0.497840172786177,5,0,6,0.333703561715063,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_1"
"48","trainMean",0.1508,2,0.975010482180294,3,0.948704103671706,3,1,1,0.768628646463,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_1"
"49","baseMLP",-0.0174000000000001,4,0.842259381983509,4,0.623136976579134,4,0.454976091642154,4,0.475743112551199,4,4,"sciplex3_comb","A549_CHEMBL1213492_3.0_1"
"50","baseReg",0.1382,2,0.992870675704762,3,0.983676366217175,3,0.999835450977512,3,0.778645623224862,2.75,3,"sciplex3_comb","A549_CHEMBL1213492_3.0_1"
"51","baseControl",-0.0197000000000001,6,1,1,1,1,1,1,0.745075,2.25,2,"sciplex3_comb","A549_CHEMBL1213492_3.0_1"
"52","CPA",-0.00819999999999999,3,0,6,0,6,0.359453502655507,5,0.0878133756638767,5,5,"sciplex3_comb","A549_CHEMBL1213492_3.0_1"
"53","PRnet",-0.0195000000000001,5,0.613727735808446,5,0.0617459190915542,5,0,6,0.163993413725,5.25,6,"sciplex3_comb","A549_CHEMBL1213492_3.0_1"
"54","trainMean",0.2144,1,0.999479184658268,2,0.999290276792051,2,0.999842667127858,2,0.803253032144544,1.75,1,"sciplex3_comb","A549_CHEMBL1213492_3.0_1"
"55","baseMLP",0.4181,1,0.980995329730226,4,0.960732984293194,4,0.979677769011111,4,0.834876520758633,3.25,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_1"
"56","baseReg",0.1487,4,1,1,1,1,1,1,0.787175,1.75,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_1"
"57","baseControl",0.00260000000000005,6,0.997707322110916,2,0.995287958115183,2,0.999917768282013,2,0.748878262127028,3,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_1"
"58","CPA",0.2144,3,0,6,0,6,0.390365814546174,5,0.151191453636544,5,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_1"
"59","PRnet",0.326,2,0.873604369628329,5,0.719371727748691,5,0,6,0.479744024344255,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_1"
"60","trainMean",0.0976,5,0.982353953664498,3,0.96282722513089,3,0.99741012809317,3,0.76004782672214,3.5,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_1"
"61","baseMLP",0.1782,3,0.940669906535252,4,0.884416924664603,4,0.969790693851132,4,0.743269381262747,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_1"
"62","baseReg",0.5323,1,1,1,1,1,1,1,0.883075,1,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_1"
"63","baseControl",0.0457,4,0.997595125635915,2,0.995872033023736,2,0.999595023768862,2,0.759690545607128,2.5,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_1"
"64","CPA",-0.00419999999999998,6,0,6,0,6,0.205055353502996,5,0.050213838375749,5.75,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_1"
"65","PRnet",0.00719999999999998,5,0.669719969785495,5,0.32249742002064,5,0,6,0.249854347451534,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_1"
"66","trainMean",0.5232,2,0.995627087485553,3,0.991228070175439,3,0.999392795368662,3,0.877361988257413,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_1"
"67","baseMLP",-0.0593999999999999,6,0.796851127741668,4,0.600742804085423,4,0.219473524489739,4,0.389416864079208,4.5,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_1"
"68","baseReg",0.2231,2,0.997121302362517,2,0.993964716805942,2,0.999558529420661,2,0.80343613714728,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_1"
"69","baseControl",0.001,3,1,1,1,1,0.999478505152716,3,0.750119626288179,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_1"
"70","CPA",-0.0117,4,0,6,0,6,0.172827258136044,5,0.0402818145340109,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_1"
"71","PRnet",-0.0236000000000001,5,0.741471804300351,5,0.491179201485608,5,0,6,0.30226275144649,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_1"
"72","trainMean",0.2257,1,0.980880613891982,3,0.963324048282266,3,1,1,0.792476165543562,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_1"
"73","baseMLP",0.3954,1,0.981432235695964,4,0.964025500910747,4,0.928477633242035,4,0.817333842462187,3.25,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_1"
"74","baseReg",0.1694,4,1,1,1,1,0.998243284652933,2,0.791910821163233,2,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_1"
"75","baseControl",-0.024,6,0.99647716047134,2,0.993169398907104,2,0.997572112629846,3,0.740804668002073,3.25,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_1"
"76","CPA",0.1873,3,0,6,0,6,0.321394088572494,5,0.127173522143123,5,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_1"
"77","PRnet",0.2859,2,0.832742264860104,5,0.66712204007286,5,0,6,0.446441076233241,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_1"
"78","trainMean",0.0266999999999999,5,0.988486486138998,3,0.977231329690346,3,1,1,0.748104453957336,3,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL4297436_3.0+3.0_1"
"79","baseMLP",0.3453,1,0.924765255210019,4,0.840798704803022,4,0.355417594383458,5,0.616570388599125,3.5,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_1"
"80","baseReg",0.1857,4,1,1,1,1,0.999293323795499,2,0.796248330948875,2,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_1"
"81","baseControl",0.00439999999999996,6,0.995937221338784,2,0.991365353480842,2,0.998428789740433,3,0.747532841140015,3.25,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_1"
"82","CPA",0.1877,3,0,6,0,6,0.555736917777041,4,0.18585922944426,4.75,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_1"
"83","PRnet",0.2928,2,0.84570521223071,5,0.666486778197518,5,0,6,0.451247997607057,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_1"
"84","trainMean",0.1026,5,0.978510345534087,3,0.95466810577442,3,1,1,0.758944612827127,3,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_1"
"85","baseMLP",0.3822,1,0.941536340620712,4,0.884474885844749,4,0.36698131116363,4,0.643798134407273,3.25,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_1"
"86","baseReg",0.1792,3,1,1,1,1,1,1,0.7948,1.5,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_1"
"87","baseControl",-0.00570000000000004,6,0.995447625141993,2,0.991324200913242,2,0.99899122950241,2,0.745015763889411,3,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_1"
"88","CPA",0.1777,4,0,6,0,6,0.264561742120213,5,0.110565435530053,5.25,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_1"
"89","PRnet",0.2856,2,0.853937482150181,5,0.708675799086758,5,0,6,0.462053320309235,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_1"
"90","trainMean",0.0569,5,0.976621837226831,3,0.953881278538813,3,0.998188250631129,3,0.746397841599193,3.5,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL601719_3.0+3.0_1"
"91","baseMLP",-0.0144,4,0.950235377641855,4,0.90541825095057,4,0.983008124404777,4,0.7060654382493,4,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_1"
"92","baseReg",0.1216,2,0.998099503030965,2,0.996673003802281,2,1,1,0.779093126708312,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_1"
"93","baseControl",-0.0412999999999999,6,1,1,1,1,0.999433833095045,3,0.739533458273761,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_1"
"94","CPA",0.00600000000000001,3,0,6,0,6,0.169074907222735,5,0.0437687268056836,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_1"
"95","PRnet",-0.0221,5,0.717378624870297,5,0.434410646387833,5,0,6,0.282422317814532,5.25,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_1"
"96","trainMean",0.1496,1,0.992802140789689,3,0.986216730038023,3,0.999649297424908,2,0.782067042063155,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_1"
"97","baseMLP",0.2119,3,0.904033740163046,4,0.815405651777575,4,0.458225966384512,4,0.597391339581283,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_1"
"98","baseReg",0.3758,2,1,1,1,1,0.999986115875203,2,0.843946528968801,1.5,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_1"
"99","baseControl",-0.00390000000000001,6,0.996752787761694,2,0.994074749316317,2,1,1,0.746731884269503,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_1"
"100","CPA",0.146,5,0,6,0,6,0.138093407749462,5,0.0710233519373654,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_1"
"101","PRnet",0.1894,4,0.805550676645347,5,0.613491340018232,5,0,6,0.402110504165895,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_1"
"102","trainMean",0.428,1,0.99236605249517,3,0.985414767547858,3,0.993197592979531,3,0.84974460325564,2.5,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_1"
"103","baseMLP",0.4067,1,0.994791312911771,3,0.990204808548531,3,0.983561646735432,4,0.843814442048933,2.75,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL383824_3.0+3.0_1"
"104","baseReg",0.1587,4,0.999055474427766,2,0.997773820124666,2,0.998865826355869,2,0.788598780227075,2.5,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL383824_3.0+3.0_1"
"105","baseControl",-0.0278,6,1,1,1,1,1,1,0.74305,2.25,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL383824_3.0+3.0_1"
"106","CPA",0.1644,3,0,6,0,6,0,6,0.0411,5.25,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL383824_3.0+3.0_1"
"107","PRnet",0.2417,2,0.773375416015758,5,0.557880676758682,5,0.0117099493672704,5,0.396166510535428,4.25,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL383824_3.0+3.0_1"
"108","trainMean",0.0908,5,0.948568990694831,4,0.898486197684773,4,0.994960319275496,3,0.733203876913775,4,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL383824_3.0+3.0_1"
"109","baseMLP",0.4175,1,0.915509643064827,4,0.810374639769452,4,0.0770153103865746,5,0.555099898305213,3.5,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_1"
"110","baseReg",0.1961,4,1,1,1,1,1,1,0.799025,1.75,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_1"
"111","baseControl",-0.00669999999999993,6,0.997198152606968,2,0.993083573487032,2,0.999182411532716,2,0.745691034406679,3,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_1"
"112","CPA",0.2359,3,0,6,0,6,0.230260991588123,4,0.116540247897031,4.75,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_1"
"113","PRnet",0.3158,2,0.804894341998395,5,0.567146974063401,5,0,6,0.421960329015449,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_1"
"114","trainMean",0.0601,5,0.973125333410228,3,0.940057636887608,3,0.997499406623798,3,0.742695594230408,3.5,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_1"
"115","baseMLP",0.1663,3,0.954400023857604,4,0.915346310547759,4,0.956370865116307,4,0.748104299880418,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_1"
"116","baseReg",0.1741,2,0.996549167966054,2,0.993662290629244,2,0.995985692304369,2,0.790074287724917,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_1"
"117","baseControl",-0.00629999999999997,6,1,1,1,1,1,1,0.748425,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_1"
"118","CPA",0.0758,5,0,6,0,6,0.115169100621436,5,0.0477422751553589,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_1"
"119","PRnet",0.0947,4,0.791633649446589,5,0.585785423268447,5,0,6,0.368029768178759,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_1"
"120","trainMean",0.1807,1,0.979205541780629,3,0.961973743775464,3,0.968749043125684,3,0.772657082170444,2.5,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_1"
"121","baseMLP",-0.00770000000000004,4,0.862410588075436,4,0.748041237113402,4,0.490306570148613,4,0.523264598834363,4,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_1"
"122","baseReg",0.2121,1,0.992281218375,2,0.98639175257732,2,0.999644948627599,3,0.79760447989498,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_1"
"123","baseControl",-0.0148999999999999,5,1,1,1,1,1,1,0.746275,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_1"
"124","CPA",-0.000199999999999978,3,0,6,0,6,0.121700354784383,5,0.0303750886960958,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_1"
"125","PRnet",-0.0170999999999999,6,0.754298971978348,5,0.542680412371134,5,0,6,0.319969846087371,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_1"
"126","trainMean",0.1615,2,0.978281546920093,3,0.961649484536082,3,0.999832047502338,2,0.775315769739628,2.5,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_1"
"127","baseMLP",0.0206,3,0.89334670536924,4,0.799013010318528,4,0.640997155426852,4,0.588489217778655,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"128","baseReg",0.321,1,0.998846555887972,2,0.998205473306415,2,0.999506318912743,2,0.829389587026783,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"129","baseControl",-0.0516000000000001,6,1,1,1,1,1,1,0.7371,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"130","CPA",0.01,4,0,6,0,6,0.131048149614405,5,0.0352620374036013,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"131","PRnet",0.00619999999999998,5,0.772481028600749,5,0.557649170031404,5,0,6,0.334082549658038,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"132","trainMean",0.2717,2,0.981871420665732,3,0.966801256168686,3,0.991246885116996,3,0.802904890487854,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"133","baseMLP",-0.5329,5,0.873037160893781,4,0.779506641366224,4,0.506306174676148,4,0.406487494234038,4.25,4,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"134","baseReg",-0.0867,2,0.972575407469336,2,0.953700189753321,2,0.923114266362877,2,0.690672465896383,2,2,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"135","baseControl",-0.0509999999999999,1,1,1,1,1,1,1,0.73725,1,1,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"136","CPA",-0.2937,4,0,6,0,6,0.0756968661321709,5,-0.0545007834669573,5.25,5,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"137","PRnet",-0.5334,6,0.817584174204511,5,0.667552182163188,5,0,6,0.237934089091925,5.5,6,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"138","trainMean",-0.1465,3,0.928693350053994,3,0.87741935483871,3,0.921897692220482,3,0.645377599278296,3,3,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"139","baseMLP",0.0602,3,0.905713716430954,4,0.834642576590731,4,0.825459284538043,4,0.656503894389932,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"140","baseReg",0.2825,2,0.954143100356478,2,0.920659858601728,2,0.877176900288572,3,0.758619964811695,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"141","baseControl",-0.00859999999999994,4,1,1,1,1,1,1,0.74785,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"142","CPA",-0.0528,5,0,6,0,6,0.104560184130654,5,0.0129400460326634,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"143","PRnet",-0.1207,6,0.826469758513956,5,0.677533385703064,5,0,6,0.345825786054255,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"144","trainMean",0.3008,1,0.945875246348907,3,0.9057344854674,3,0.947727950173348,2,0.775034420497414,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"145","baseMLP",0.6555,3,0.94691140312375,3,0.908469426509685,3,0.91912109344483,3,0.857500480769566,3,3,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
